Datetime,Electricity:Facility(kWh),ElectricityProduced:Facility(),Gas:Facility(kBtu),DistrictCooling:Facility(),DistrictHeating:Facility(),District Cooling Chilled Water Rate(),District Cooling Mass Flow Rate(),District Cooling Inlet Temperature(),District Cooling Outlet Temperature(),District Heating Hot Water Rate(),District Heating Mass Flow Rate(),District Heating Inlet Temperature(),District Heating Outlet Temperature(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 1 THERMALZONE STRIPMALL STRIP MALL - TYPE 2 PEOPLE 2(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 1 THERMALZONE STRIPMALL STRIP MALL - TYPE 3 PEOPLE 1(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 2 THERMALZONE STRIPMALL STRIP MALL - TYPE 1 PEOPLE 1(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 2 THERMALZONE STRIPMALL STRIP MALL - TYPE 2 PEOPLE 1(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 3 THERMALZONE STRIPMALL STRIP MALL - TYPE 3 PEOPLE 2(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 1 THERMALZONE STRIPMALL STRIP MALL - TYPE 2 PEOPLE 2(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 1 THERMALZONE STRIPMALL STRIP MALL - TYPE 3 PEOPLE 1(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 2 THERMALZONE STRIPMALL STRIP MALL - TYPE 1 PEOPLE 1(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 2 THERMALZONE STRIPMALL STRIP MALL - TYPE 2 PEOPLE 1(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 3 THERMALZONE STRIPMALL STRIP MALL - TYPE 3 PEOPLE 2(),Net Electric Energy(kWh),Electricity:Facility Power(kW),ElectricityProduced:Facility Power(kW),Electricity:Facility Apparent Power(kW),ElectricityProduced:Facility Apparent Power(kW),Net Power(kW),Net Apparent Power(kW)
2019/09/19 18:00:00,13188.050331315495,0.0,33656.0921375733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018374687346016823,-0.018374687346016823,0.03258416246861678,0.03258416246861678,0.009177384900924596,5.006989197907345,5.006989197907345,5.021979340846855,5.021979340846855,5.001743493657216,13188.050331315495,13188.050331315495,0.0,14653.38925701722,0.0,13188.050331315495,14653.38925701722
2019/09/19 19:00:00,13785.373704904752,0.0,33197.76707092078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015100998837973993,-0.015100998837973993,0.036237887043512156,0.036237887043512156,0.006324527609724119,5.004720593811754,5.004720593811754,5.0271851774534895,5.0271851774534895,5.000828014232184,13785.373704904752,13785.373704904752,0.0,15317.081894338615,0.0,13785.373704904752,15317.081894338615
2019/09/19 20:00:00,12953.007138406309,0.0,29575.00313156691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03250569682045098,-0.03250569682045098,0.03834387642566668,0.03834387642566668,-0.011215321698265973,5.02187360675768,5.02187360675768,5.0304369780240705,5.0304369780240705,5.0026037948295965,12953.007138406309,12953.007138406309,0.0,14392.230153784783,0.0,12953.007138406309,14392.230153784783
2019/09/19 21:00:00,11930.071478455202,0.0,31303.76806039871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11381392629361234,0.11381392629361234,0.04047535057657484,0.04047535057657484,0.19526356442244197,5.26830110324093,5.26830110324093,5.033915170771252,5.033915170771252,5.790588410749919,11930.071478455202,11930.071478455202,0.0,13255.634976061336,0.0,11930.071478455202,13255.634976061336
2019/09/19 22:00:00,9649.4219902092,0.0,27573.414814864824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0901531079300697,0.0901531079300697,0.0436174742455279,0.0436174742455279,0.2004554351865279,5.168306180135417,5.168306180135417,5.03938573381852,5.03938573381852,5.8332626688714555,9649.4219902092,9649.4219902092,0.0,10721.579989121332,0.0,9649.4219902092,10721.579989121332
2019/09/19 23:00:00,6565.894060214044,0.0,22721.171799467968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061344828465071076,0.061344828465071076,0.02823212928949156,0.02823212928949156,0.18151875009714447,5.077913015215756,5.077913015215756,5.016499988771898,5.016499988771898,5.683052673058498,6565.894060214044,6565.894060214044,0.0,7295.437844682272,0.0,6565.894060214044,7295.437844682272
2019/09/20 00:00:00,4140.006654815633,0.0,17040.69625789378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06703824835870628,0.06703824835870628,0.24767936351642098,0.24767936351642098,0.19164272632739987,5.093049406505941,5.093049406505941,6.273251245747531,6.273251245747531,5.761494151745353,4140.006654815633,4140.006654815633,0.0,4600.007394239592,0.0,4140.006654815633,4600.007394239592
2019/09/20 01:00:00,2961.0040625435245,0.0,2952.33325358551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045608341195344355,0.045608341195344355,0.26216180309043,0.26216180309043,0.180913756535167,5.043063559721716,5.043063559721716,6.426942042248072,6.426942042248072,5.678500670283668,2961.0040625435245,2961.0040625435245,0.0,3290.0045139372496,0.0,2961.0040625435245,3290.0045139372496
2019/09/20 02:00:00,3641.0275810791927,0.0,5143.19733724276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03504482839776623,0.03504482839776623,0.2532706216580866,0.2532706216580866,0.17279562853135577,5.025424513825442,5.025424513825442,6.33154151037877,6.33154151037877,5.618897380213298,3641.0275810791927,3641.0275810791927,0.0,4045.586201199103,0.0,3641.0275810791927,4045.586201199103
2019/09/20 03:00:00,2940.26660238422,0.0,3434.05708516824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011750174460553545,0.011750174460553545,0.2640886518730923,0.2640886518730923,0.16300833241355106,5.002858065377481,5.002858065377481,6.448055326126834,6.448055326126834,5.550694527960758,2940.26660238422,2940.26660238422,0.0,3266.962891538022,0.0,2940.26660238422,3266.962891538022
