Datetime,Electricity:Facility(kWh),ElectricityProduced:Facility(),Gas:Facility(kBtu),DistrictCooling:Facility(),DistrictHeating:Facility(),District Cooling Chilled Water Rate(),District Cooling Mass Flow Rate(),District Cooling Inlet Temperature(),District Cooling Outlet Temperature(),District Heating Hot Water Rate(),District Heating Mass Flow Rate(),District Heating Inlet Temperature(),District Heating Outlet Temperature(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 1 THERMALZONE OFFICE WHOLEBUILDING - MD OFFICE PEOPLE 1(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 2 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 1(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 2 THERMALZONE FULLSERVICERESTAURANT KITCHEN PEOPLE 1(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 3 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 2(),Zone Thermal Comfort Fanger Model PMV BUILDING STORY 4 THERMALZONE OFFICE WHOLEBUILDING - MD OFFICE PEOPLE 2(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 1 THERMALZONE OFFICE WHOLEBUILDING - MD OFFICE PEOPLE 1(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 2 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 1(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 2 THERMALZONE FULLSERVICERESTAURANT KITCHEN PEOPLE 1(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 3 THERMALZONE FULLSERVICERESTAURANT DINING PEOPLE 2(),Zone Thermal Comfort Fanger Model PPD BUILDING STORY 4 THERMALZONE OFFICE WHOLEBUILDING - MD OFFICE PEOPLE 2(),Net Electric Energy(kWh),Electricity:Facility Power(kW),ElectricityProduced:Facility Power(kW),Electricity:Facility Apparent Power(kW),ElectricityProduced:Facility Apparent Power(kW),Net Power(kW),Net Apparent Power(kW)
2019/01/01 11:00:00,3138.094979541018,0,17962.25476613406,0,0,0,0,0,0,0,0,0,0,-0.5894519962744071,-0.05944925301307192,-0.05944925301307192,-0.39580453391387527,-0.5877562939828354,12.2827246053033,5.073171583655935,5.073171583655935,8.263761031494724,12.240491813885285,3138.094979541018,3138.094979541018,0.0,3486.77219949002,0.0,3138.094979541018,3486.77219949002
2019/01/01 12:00:00,3325.3634956541523,0,17464.38000721293,0,0,0,0,0,0,0,0,0,0,-0.5760153840560219,0.002181226402886581,0.002181226402886581,-0.3787763692919729,-0.5707948869486694,11.951498168219473,5.000098487796379,5.000098487796379,7.987516394433797,11.824920539388017,3325.3634956541523,3325.3634956541523,0.0,3694.8483285046136,0.0,3325.3634956541523,3694.8483285046136
2019/01/01 13:00:00,3073.6645304372455,0,16086.727736020131,0,0,0,0,0,0,0,0,0,0,-0.5706291086659353,0.14938132027070614,0.14938132027070614,-0.3439697115836328,-0.5616809634553739,11.820920401706815,5.4623842986955395,5.4623842986955395,7.461326527390511,11.606775372743456,3073.6645304372455,3073.6645304372455,0.0,3415.1828115969392,0.0,3073.6645304372455,3415.1828115969392
2019/01/01 14:00:00,3126.5115637790236,0,15073.30656555648,0,0,0,0,0,0,0,0,0,0,-0.5648499656585024,0.2437389469081529,0.2437389469081529,-0.32292439088779573,-0.5517094295480609,11.682218056156714,6.232960686044933,6.232960686044933,7.168165307545721,11.372229583449737,3126.5115637790236,3126.5115637790236,0.0,3473.9017375322483,0.0,3126.5115637790236,3473.9017375322483
2019/01/01 15:00:00,2900.0245623255214,0,15645.59855964006,0,0,0,0,0,0,0,0,0,0,-0.5574094160278783,0.2314918610481643,0.2314918610481643,-0.3318890882848602,-0.5406135661242643,11.505774163601103,6.111897665881031,6.111897665881031,7.2907451930815625,11.116304491042783,2900.0245623255214,2900.0245623255214,0.0,3222.249513695024,0.0,2900.0245623255214,3222.249513695024
2019/01/01 16:00:00,2793.489241753759,0,16352.837472510195,0,0,0,0,0,0,0,0,0,0,-0.5493329426780157,0.14607891788498115,0.14607891788498115,-0.3598529522610904,-0.5293112677390701,11.316967082860657,5.442147353992297,5.442147353992297,7.695041533990221,10.86110202346434,2793.489241753759,2793.489241753759,0.0,3103.8769352819545,0.0,2793.489241753759,3103.8769352819545
2019/01/01 17:00:00,3047.6009373567417,0,16901.44924886722,0,0,0,0,0,0,0,0,0,0,-0.5419039925129446,0.09775103341297292,0.09775103341297292,-0.37590713660779873,-0.5203213966853151,11.145793891988518,5.197883205608292,5.197883205608292,7.94218828621392,10.662063009984465,3047.6009373567417,3047.6009373567417,0.0,3386.223263729713,0.0,3047.6009373567417,3386.223263729713
2019/01/01 18:00:00,3118.8985624959973,0,17202.99496505221,0,0,0,0,0,0,0,0,0,0,-0.5562809982277003,0.1322495300326823,0.1322495300326823,-0.3681354148827906,-0.5341843498509694,11.479224712684385,5.362332124205892,5.362332124205892,7.821174437094982,10.970456244897633,3118.8985624959973,3118.8985624959973,0.0,3465.4428472177747,0.0,3118.8985624959973,3465.4428472177747
2019/01/01 19:00:00,2865.5882085985754,0,16122.061801864149,0,0,0,0,0,0,0,0,0,0,-0.5732712590903792,0.2055518577705117,0.2055518577705117,-0.3374172459249888,-0.550663156953219,11.88481594242505,5.876248878448962,5.876248878448962,7.368034954338981,11.347869538627165,2865.5882085985754,2865.5882085985754,0.0,3183.9868984428613,0.0,2865.5882085985754,3183.9868984428613
2019/01/01 20:00:00,2738.4869803958672,0,14005.789211237445,0,0,0,0,0,0,0,0,0,0,-0.6084583881431365,0.2633028861952139,0.2633028861952139,-0.31647287757255504,-0.5727768419361784,12.764631959412938,6.439426491610504,6.439426491610504,7.082058109626416,11.872836340982985,2738.4869803958672,2738.4869803958672,0.0,3042.7633115509634,0.0,2738.4869803958672,3042.7633115509634
2019/01/01 21:00:00,2809.113300411538,0,16103.025354786343,0,0,0,0,0,0,0,0,0,0,-0.7104065986172845,0.2523819842108825,0.2523819842108825,-0.31143051991396536,-0.7680907841469928,15.616862813534837,6.322189398202383,6.322189398202383,7.015986242612527,17.429414593650037,2809.113300411538,2809.113300411538,0.0,3121.2370004572645,0.0,2809.113300411538,3121.2370004572645
2019/01/01 22:00:00,2523.982685238265,0,14451.188389678027,0,0,0,0,0,0,0,0,0,0,-0.5912650848644415,0.21863979992337773,0.21863979992337773,-0.3303187492642302,-0.581586036110829,12.328019037002775,5.991620911759554,5.991620911759554,7.269026684674714,12.087869822290472,2523.982685238265,2523.982685238265,0.0,2804.425205820294,0.0,2523.982685238265,2804.425205820294
2019/01/01 23:00:00,1785.5763497780465,0,13501.974578964058,0,0,0,0,0,0,0,0,0,0,-0.7213891963282113,0.051094099234804874,0.051094099234804874,-0.37813482670269466,-0.7477557200924132,15.950940840547474,5.054047198693397,5.054047198693397,7.977350819249594,16.77415786969405,1785.5763497780465,1785.5763497780465,0.0,1983.973721975607,0.0,1785.5763497780465,1983.973721975607
2019/01/02 00:00:00,1142.878560631691,0,12316.940126548612,0,0,0,0,0,0,0,0,0,0,-0.8178629428948185,-0.20545518974457797,-0.20545518974457797,-0.42903367023288425,-0.85987386456697,19.107476636306743,5.875423413452239,5.875423413452239,8.838559302519272,20.605039493395836,1142.878560631691,1142.878560631691,0.0,1269.8650673685456,0.0,1142.878560631691,1269.8650673685456
2019/01/02 01:00:00,587.2026301776764,0,6464.677465654404,0,0,0,0,0,0,0,0,0,0,-0.8551756367910609,-0.4514179215824147,-0.4514179215824147,-0.4717948375461677,-0.9011518290618058,20.433908513295208,9.252467392309455,9.252467392309455,9.64799962883481,22.147659317340498,587.2026301776764,587.2026301776764,0.0,652.4473668640849,0.0,587.2026301776764,652.4473668640849
2019/01/02 02:00:00,395.8623470296207,0,513.6491487159848,0,0,0,0,0,0,0,0,0,0,-0.8675914778086607,0.0721865732377088,0.0721865732377088,-0.30652735779229284,-0.9058440488583848,20.888133899561268,5.107893442071898,5.107893442071898,6.95277052249476,22.327421401161104,395.8623470296207,395.8623470296207,0.0,439.8470522551341,0.0,395.8623470296207,439.8470522551341
2019/01/02 03:00:00,450.78396410732216,0,633.1362707943915,0,0,0,0,0,0,0,0,0,0,-0.9523882175071983,0.20775031555048878,0.20775031555048878,-0.35060675087457016,-1.0448184925948885,24.158465043444124,5.895127464330187,5.895127464330187,7.55768244826055,28.044352535782167,450.78396410732216,450.78396410732216,0.0,500.8710712303579,0.0,450.78396410732216,500.8710712303579
2019/01/02 04:00:00,395.8623540728124,0,624.5503982402557,0,0,0,0,0,0,0,0,0,0,-0.9490560925644772,0.3011447110283922,0.3011447110283922,-0.35058205207845744,-1.035459504301379,24.024515236984172,6.884544097641125,6.884544097641125,7.557320401094856,27.636296796603247,395.8623540728124,395.8623540728124,0.0,439.8470600809027,0.0,395.8623540728124,439.8470600809027
2019/01/02 05:00:00,595.6965808049624,0,1064.1760760088116,0,0,0,0,0,0,0,0,0,0,-0.9637123631242934,0.3800620622573981,0.3800620622573981,-0.35950115038583685,-1.0576856735531395,24.616949845864568,8.007941741346457,8.007941741346457,7.6897486655717415,28.61055638467836,595.6965808049624,595.6965808049624,0.0,661.8850897832916,0.0,595.6965808049624,661.8850897832916
2019/01/02 06:00:00,1410.762052337898,0,2725.3257199266613,0,0,0,0,0,0,0,0,0,0,-0.9825459534217322,0.5673535714057178,0.5673535714057178,-0.3347421671915513,-1.0925356104957185,25.39053754196138,11.742127998819868,11.742127998819868,7.330472389654574,30.17362868293249,1410.762052337898,1410.762052337898,0.0,1567.5133914865532,0.0,1410.762052337898,1567.5133914865532
2019/01/02 07:00:00,1609.5139859820458,0,11353.723477404714,0,0,0,0,0,0,0,0,0,0,-0.9876890826383046,0.3395713613292065,0.3395713613292065,-0.17034608871728715,-1.104023382193566,25.604172082908434,7.398503203283099,7.398503203283099,5.601452929100162,30.698109670002125,1609.5139859820458,1609.5139859820458,0.0,1788.3488733133843,0.0,1609.5139859820458,1788.3488733133843
2019/01/02 08:00:00,2211.301285013179,0,18220.9545069208,0,0,0,0,0,0,0,0,0,0,-0.8267771524162745,0.5685284203515486,0.5685284203515486,-0.003988924867017479,-0.8516375793648528,19.419070843804107,11.770335230183036,11.770335230183036,5.000329376688228,20.305640846494782,2211.301285013179,2211.301285013179,0.0,2457.001427792421,0.0,2211.301285013179,2457.001427792421
2019/01/02 09:00:00,2475.752715341751,0,17302.549901359813,0,0,0,0,0,0,0,0,0,0,-0.6388570065314411,-0.18289563800519057,-0.18289563800519057,-0.3689531994254728,-0.6530840495625966,13.56797734730904,5.693469416327801,5.693469416327801,7.8337869621385465,13.957726234478685,2475.752715341751,2475.752715341751,0.0,2750.836350379723,0.0,2475.752715341751,2750.836350379723
